numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5;Activo;Nombre;Cedula;Telefono
1195;10;2;6;5;11;25;26;18;29;16;44;42;0;41;31;55;52;56;47;54;67;72;64;73;65;-1;No;No;No
1196;6;4;14;3;12;16;25;22;28;30;36;34;0;43;41;59;56;48;52;51;72;73;64;70;62;-1;No;No;No
1197;6;1;5;11;3;23;18;17;28;22;42;37;0;44;43;53;58;56;55;48;61;73;62;68;75;-1;No;No;No
1198;6;9;1;8;3;28;17;26;21;24;32;41;0;33;39;54;50;53;48;46;73;69;70;61;64;-1;No;No;No
1199;10;2;4;11;3;19;23;21;24;28;38;44;0;32;31;59;46;54;50;47;65;75;66;69;74;-1;No;No;No
1200;2;5;8;10;15;23;25;19;27;26;43;33;0;41;31;55;52;57;48;50;71;70;74;66;69;-1;No;No;No
1201;7;15;11;13;14;18;27;17;23;29;39;44;0;34;37;48;47;55;56;46;71;72;67;75;61;-1;No;No;No
1202;5;7;2;3;11;29;26;17;20;28;42;36;0;39;32;59;47;56;51;54;74;71;72;62;69;-1;No;No;No
1203;5;9;4;10;1;28;29;25;27;26;37;33;0;32;35;50;55;51;47;59;62;73;61;71;68;-1;No;No;No
1204;15;8;10;9;5;26;22;20;21;24;32;37;0;38;42;51;60;50;59;49;74;66;67;70;68;-1;No;No;No
1205;12;4;3;10;5;22;27;30;25;18;44;33;0;42;39;52;48;54;58;53;61;70;62;69;64;-1;No;No;No
1206;1;2;11;12;4;29;21;20;23;16;37;36;0;35;39;49;54;60;50;59;64;62;73;71;69;-1;No;No;No
1207;7;8;1;11;5;24;16;25;23;26;33;44;0;39;41;55;57;56;59;54;67;65;63;66;75;-1;No;No;No
1208;11;1;13;15;7;20;23;16;26;24;34;42;0;33;31;53;57;60;51;47;65;72;73;74;69;-1;No;No;No
1209;13;12;2;4;8;25;28;20;19;17;33;34;0;36;42;59;60;54;48;57;73;67;65;70;72;-1;No;No;No
1210;12;3;7;11;9;20;22;25;19;29;36;43;0;42;33;54;55;57;58;56;66;62;65;61;69;-1;No;No;No
1211;6;14;1;3;7;23;27;21;20;24;36;32;0;38;43;51;57;47;49;46;66;64;62;61;74;-1;No;No;No
1212;11;9;8;5;6;23;25;21;17;24;40;35;0;31;34;46;59;58;56;60;62;66;72;71;67;-1;No;No;No
1213;14;13;8;5;4;28;30;26;19;25;45;41;0;32;34;55;49;48;59;58;68;67;66;69;61;-1;No;No;No
1214;4;3;13;14;5;29;28;22;26;19;32;31;0;42;36;48;57;47;56;53;67;62;65;68;74;-1;No;No;No
1215;3;1;10;2;4;27;26;20;29;17;31;37;0;32;39;47;56;52;50;58;61;74;73;63;66;-1;No;No;No
1216;4;13;11;8;5;17;19;20;28;21;37;43;0;39;34;50;52;49;60;53;68;74;69;67;72;-1;No;No;No
1217;9;1;3;4;10;29;25;27;21;23;41;31;0;45;40;53;54;55;46;59;67;73;68;62;71;-1;No;No;No
1218;6;10;1;13;9;28;16;18;23;22;42;43;0;38;37;58;53;46;48;50;62;72;70;68;64;-1;No;No;No
1219;6;4;1;13;9;27;23;17;20;16;38;36;0;35;41;47;58;49;48;55;68;72;62;65;63;-1;No;No;No
1220;5;15;6;1;7;21;28;20;18;26;39;38;0;32;34;55;57;58;59;53;65;61;69;72;74;-1;No;No;No
1221;5;2;1;12;15;30;27;19;25;28;44;38;0;41;35;49;52;55;60;56;71;63;73;74;65;-1;No;No;No
1222;2;8;12;6;7;27;25;24;17;29;42;35;0;43;32;53;56;46;48;49;74;67;61;72;73;-1;No;No;No
1223;4;8;13;1;6;19;24;29;22;30;39;41;0;42;40;58;55;48;59;46;74;68;72;73;62;-1;No;No;No
1224;7;11;9;1;10;20;21;28;30;27;42;35;0;37;44;60;49;50;48;51;75;74;69;62;73;-1;No;No;No
1225;2;5;7;12;1;19;26;17;28;22;43;42;0;33;37;56;51;52;58;53;62;75;63;74;69;-1;No;No;No
1226;5;11;9;6;10;19;24;27;20;17;33;37;0;39;44;54;55;53;49;48;62;63;75;70;64;-1;No;No;No
1227;15;1;2;6;5;16;19;28;21;24;38;33;0;35;39;50;57;51;54;53;72;73;71;66;62;-1;No;No;No
1228;4;10;6;1;14;16;23;19;30;22;44;34;0;31;36;47;53;51;59;57;73;70;65;72;63;-1;No;No;No
1229;4;5;10;15;12;27;28;29;26;16;43;34;0;38;37;57;53;49;59;54;68;75;73;61;70;-1;No;No;No
1230;13;7;11;9;12;25;26;27;28;18;43;32;0;42;45;47;50;55;57;53;73;63;64;70;65;-1;No;No;No
1231;13;12;4;6;3;19;26;18;23;17;44;37;0;34;40;52;46;60;50;58;72;64;70;75;65;-1;No;No;No
1232;5;9;8;13;3;19;29;16;28;25;37;40;0;33;36;46;57;52;59;53;68;66;70;71;74;-1;No;No;No
1233;12;7;15;11;14;22;23;18;19;17;35;32;0;44;39;54;47;59;51;50;66;65;62;74;68;-1;No;No;No
1234;6;7;2;11;13;22;30;23;27;17;34;45;0;36;41;58;57;52;55;54;68;61;62;71;72;-1;No;No;No
1235;7;13;4;12;6;18;27;23;16;26;41;34;0;40;44;50;51;48;60;58;61;68;72;63;71;-1;No;No;No
1236;13;5;2;8;4;19;25;26;17;28;39;41;0;33;32;46;56;48;57;60;70;62;72;65;66;-1;No;No;No
1237;6;4;9;10;15;22;16;23;20;29;39;37;0;43;33;58;47;52;50;55;70;62;66;68;63;-1;No;No;No
1238;15;14;1;11;2;26;20;23;17;16;31;40;0;32;37;59;51;48;47;49;64;71;62;68;70;-1;No;No;No
1239;13;4;15;1;5;23;25;28;22;19;40;33;0;38;36;47;52;51;50;49;70;69;65;67;71;-1;No;No;No
1240;10;3;8;1;15;19;23;22;25;17;39;31;0;34;40;52;47;51;49;53;69;73;74;68;67;-1;No;No;No
1241;13;9;6;1;8;29;17;25;21;27;42;44;0;32;34;46;56;53;57;49;66;71;67;69;61;-1;No;No;No
1242;12;13;14;6;11;26;16;22;27;18;36;31;0;45;37;58;59;49;48;50;74;75;66;64;65;-1;No;No;No
1243;15;3;5;13;2;18;25;19;27;24;40;33;0;31;43;52;58;51;60;59;75;72;71;68;65;-1;No;No;No
1244;6;13;14;15;10;25;21;28;26;22;36;34;0;45;32;54;57;47;50;46;67;74;62;75;65;-1;No;No;No
1245;10;2;7;6;14;25;21;19;29;18;34;45;0;33;41;59;56;51;49;58;70;69;74;65;71;-1;No;No;No
1246;7;3;14;8;10;23;27;19;28;24;43;33;0;32;35;51;49;52;59;56;62;65;73;69;74;-1;No;No;No
1247;3;12;5;15;9;30;27;21;26;28;38;36;0;34;35;53;49;55;47;52;62;68;67;74;75;-1;No;No;No
1248;7;1;14;15;9;23;20;27;22;16;33;40;0;41;36;53;46;52;60;47;70;72;63;64;71;-1;No;No;No
1249;13;14;3;5;6;30;18;25;23;26;45;36;0;39;33;58;59;49;47;51;71;68;64;73;66;-1;No;No;No
1250;4;7;14;10;2;20;19;23;27;28;43;33;0;44;31;50;55;58;52;49;61;69;70;67;66;-1;No;No;No
1251;7;5;9;13;1;30;25;17;24;23;36;35;0;34;32;57;53;59;54;56;73;67;63;74;72;-1;No;No;No
1252;6;2;8;7;9;25;16;28;19;27;42;44;0;31;33;51;53;48;50;47;72;62;61;74;67;-1;No;No;No
1253;4;5;6;13;8;20;30;21;27;19;44;45;0;33;40;49;54;59;47;51;75;68;69;70;73;-1;No;No;No
1254;7;8;14;4;12;28;17;16;19;25;41;42;0;31;44;59;51;48;46;56;69;68;63;61;66;-1;No;No;No
1255;6;7;10;8;14;28;26;24;30;23;44;45;0;37;34;58;57;54;56;46;64;71;65;74;63;-1;No;No;No
1256;8;2;4;7;10;25;22;28;19;26;33;44;0;35;34;56;48;52;53;47;67;73;66;71;74;-1;No;No;No
1257;13;6;11;3;1;25;18;30;17;21;36;35;0;34;39;47;53;49;54;59;62;71;74;73;64;-1;No;No;No
1258;6;13;3;8;15;29;22;17;30;27;33;37;0;39;34;52;60;47;57;56;71;64;66;72;68;-1;No;No;No
1259;6;13;9;5;12;23;16;22;29;17;34;39;0;36;31;55;50;56;47;53;73;75;74;67;66;-1;No;No;No
1260;11;15;4;6;1;23;26;25;28;21;44;35;0;39;36;50;47;59;58;56;61;73;72;62;70;-1;No;No;No
1261;14;10;4;9;8;24;28;27;19;20;36;31;0;39;42;47;53;48;52;57;73;66;61;69;72;-1;No;No;No
1262;11;12;13;8;2;21;19;30;23;17;41;33;0;34;35;48;57;59;54;50;69;68;73;72;67;-1;No;No;No
1263;10;1;8;13;2;26;23;27;24;29;42;41;0;34;35;52;55;57;46;54;63;64;66;69;61;-1;No;No;No
1264;12;7;2;1;4;25;17;28;19;18;36;37;0;39;32;58;54;47;49;50;70;61;69;63;74;-1;No;No;No
1265;3;14;4;8;10;22;26;27;24;21;37;35;0;38;43;50;54;55;58;57;71;61;66;63;68;-1;No;No;No
1266;10;12;8;11;5;26;21;30;17;16;36;31;0;45;37;58;50;54;57;56;70;67;63;64;68;-1;No;No;No
1267;14;6;3;1;10;25;20;19;23;18;37;42;0;45;41;50;52;55;58;48;71;69;74;72;61;-1;No;No;No
1268;9;2;7;15;13;28;24;18;22;19;40;44;0;33;31;56;47;55;46;54;71;73;62;72;69;-1;No;No;No
1269;10;5;8;4;13;19;23;25;30;17;35;38;0;37;39;50;46;51;58;54;66;74;63;73;70;-1;No;No;No
1270;7;5;14;4;3;20;28;17;21;18;43;38;0;31;35;60;47;56;57;49;61;68;69;72;71;-1;No;No;No
1271;10;11;5;14;7;25;26;22;29;20;39;32;0;40;33;48;54;59;46;57;61;62;65;67;71;-1;No;No;No
1272;10;13;14;3;1;20;26;24;29;18;41;38;0;42;37;56;51;57;49;59;69;68;64;66;62;-1;No;No;No
1273;14;12;3;13;11;16;22;18;28;17;34;39;0;32;37;57;52;46;51;58;61;73;63;62;71;-1;No;No;No
1274;5;8;6;14;13;22;25;21;19;26;34;36;0;35;44;46;50;59;52;54;72;65;70;71;66;-1;No;No;No
1275;6;5;3;14;2;25;17;26;16;28;35;36;0;39;40;47;57;52;50;49;62;63;64;74;67;-1;No;No;No
1276;6;11;13;9;3;23;25;20;28;18;31;38;0;41;45;47;58;54;50;53;64;61;75;74;73;-1;No;No;No
1277;7;14;4;8;5;17;19;22;24;30;42;39;0;44;38;49;48;52;55;59;67;72;71;70;74;-1;No;No;No
1278;5;6;14;4;3;28;23;27;16;22;40;44;0;38;37;50;56;59;49;48;73;74;66;63;61;-1;No;No;No
1279;7;2;4;9;6;16;29;26;19;30;35;31;0;45;40;51;50;52;55;57;64;67;73;69;72;-1;No;No;No
1280;12;6;3;8;2;28;30;24;29;25;39;44;0;45;37;59;47;48;46;54;63;73;72;66;70;-1;No;No;No
1281;1;10;5;7;8;29;16;26;20;22;40;38;0;41;39;48;53;47;58;51;70;75;72;71;64;-1;No;No;No
1282;8;5;14;7;9;16;26;29;18;25;44;37;0;39;41;50;56;57;47;49;63;72;70;69;68;-1;No;No;No
1283;5;11;6;8;13;28;16;18;19;20;40;37;0;35;36;51;58;60;53;46;73;65;69;63;61;-1;No;No;No
1284;11;10;1;2;5;17;19;22;16;23;33;41;0;39;37;51;47;58;49;52;74;71;68;73;62;-1;No;No;No
1285;6;12;14;11;2;28;16;17;18;23;44;35;0;32;34;53;52;50;46;49;72;61;70;63;68;-1;No;No;No
1286;3;9;12;7;14;18;19;24;29;28;36;31;0;33;38;56;47;54;49;55;62;63;69;73;72;-1;No;No;No
1287;5;7;6;8;14;29;20;22;26;21;45;31;0;42;40;60;49;58;46;52;70;65;61;69;66;-1;No;No;No
1288;11;4;2;6;9;24;16;30;18;21;41;45;0;44;33;47;58;52;53;46;72;66;69;75;64;-1;No;No;No
1289;4;10;12;14;3;25;19;16;26;21;35;38;0;43;31;46;53;58;60;49;73;61;64;66;62;-1;No;No;No
1290;1;8;5;12;10;29;16;28;17;18;44;40;0;35;33;58;46;59;57;54;61;74;67;72;69;-1;No;No;No
1291;14;4;6;12;10;21;24;25;17;26;39;43;0;32;36;52;58;55;53;56;61;62;73;66;68;-1;No;No;No
1292;10;6;7;11;5;28;29;24;17;16;43;36;0;35;44;56;47;54;46;50;66;61;63;73;64;-1;No;No;No
1293;3;7;13;11;9;23;26;27;20;18;33;39;0;44;35;53;48;58;46;60;63;66;68;73;74;-1;No;No;No
1294;7;8;6;15;14;25;22;24;28;29;35;44;0;33;34;56;52;58;57;53;69;70;73;62;66;-1;No;No;No
1295;10;6;3;5;7;23;19;18;24;25;38;43;0;45;42;54;55;49;50;59;67;68;61;62;73;-1;No;No;No
1296;9;11;1;13;10;20;25;17;29;23;33;45;0;34;39;59;53;47;55;48;69;62;66;63;73;-1;No;No;No
1297;14;5;3;11;6;24;23;21;28;26;42;39;0;45;35;46;56;53;47;52;69;66;72;73;68;-1;No;No;No
1298;3;10;8;5;7;30;23;27;24;28;31;45;0;38;36;58;55;56;49;47;71;74;64;63;61;-1;No;No;No
1299;5;11;8;10;1;30;22;20;19;23;35;43;0;39;41;59;57;49;48;46;64;61;62;71;70;-1;No;No;No
1300;6;8;2;3;12;23;28;27;24;20;41;33;0;32;39;46;55;49;58;56;61;63;71;64;70;-1;No;No;No
1301;8;2;3;11;13;23;17;25;24;16;35;37;0;33;34;51;52;49;60;53;65;67;73;63;61;-1;No;No;No
1302;6;13;10;11;3;27;21;23;24;29;41;34;0;31;36;46;50;47;59;51;73;72;67;68;70;-1;No;No;No
1303;8;3;9;13;4;20;17;26;30;24;32;37;0;34;41;59;47;48;53;49;74;69;67;64;65;-1;No;No;No
1304;10;7;6;11;2;27;26;30;19;24;37;31;0;38;34;56;50;49;48;46;66;69;63;74;71;-1;No;No;No
1305;9;6;11;12;3;16;27;17;25;24;42;32;0;36;38;60;48;53;55;52;73;71;67;64;68;-1;No;No;No
1306;14;12;6;4;7;27;23;20;19;21;37;43;0;31;42;48;53;59;47;50;62;67;63;73;69;-1;No;No;No
1307;6;14;5;11;3;17;16;29;24;30;32;33;0;44;36;54;50;46;52;56;61;70;75;67;69;-1;No;No;No
1308;8;2;3;7;13;28;27;20;24;16;33;34;0;32;31;51;50;58;60;54;63;67;69;65;66;-1;No;No;No
1309;8;13;10;11;3;22;26;17;16;24;33;38;0;44;37;54;59;56;57;48;61;74;64;73;67;-1;No;No;No
1310;9;14;10;5;11;18;23;30;20;22;38;37;0;43;40;56;53;54;52;55;64;67;69;74;63;-1;No;No;No
1311;8;4;15;11;13;28;20;19;17;24;42;40;0;37;38;46;57;54;48;56;72;67;71;62;63;-1;No;No;No
1312;6;14;2;7;9;18;29;24;20;30;42;34;0;37;41;51;55;52;60;49;66;67;74;63;65;-1;No;No;No
1313;6;7;9;3;10;21;18;26;29;20;38;37;0;41;36;49;46;54;48;60;66;67;64;70;72;-1;No;No;No
1314;6;1;8;14;10;28;21;20;19;27;33;42;0;36;32;54;46;48;50;57;64;70;75;67;71;-1;No;No;No
1315;8;1;13;10;12;27;22;16;30;24;36;37;0;40;32;54;49;56;48;47;61;65;74;73;70;-1;No;No;No
1316;11;6;4;7;2;27;21;29;18;24;36;42;0;34;37;55;57;53;54;50;64;71;65;62;73;-1;No;No;No
1317;6;12;10;11;8;19;20;23;27;18;33;36;0;37;34;51;49;60;59;58;64;69;61;68;67;-1;No;No;No
1318;5;3;10;2;12;30;25;21;16;20;44;33;0;40;36;52;48;49;54;47;71;68;63;66;74;-1;No;No;No
1319;6;3;14;1;10;29;30;17;28;20;41;37;0;44;39;51;47;57;60;53;74;68;73;63;64;-1;No;No;No
1320;4;14;8;9;11;22;27;26;24;18;39;37;0;31;43;51;54;53;48;46;61;74;62;66;70;-1;No;No;No
1321;13;2;7;6;12;24;23;20;19;21;44;40;0;34;36;54;47;49;55;59;69;66;70;63;65;-1;No;No;No
1322;7;11;2;10;8;19;27;17;26;20;43;31;0;32;42;57;48;53;58;54;65;71;68;73;64;-1;No;No;No
1323;11;12;4;1;7;26;18;22;21;17;32;40;0;35;37;60;55;52;50;48;70;69;66;63;65;-1;No;No;No
1324;8;12;10;7;3;26;18;23;19;17;34;31;0;44;40;46;53;50;56;58;67;71;68;70;73;-1;No;No;No
1325;7;13;5;14;1;19;26;21;22;27;39;31;0;34;42;57;49;56;52;48;67;61;74;65;68;-1;No;No;No
1326;14;4;10;7;1;21;20;19;25;28;36;34;0;37;31;58;47;52;56;49;61;74;73;68;62;-1;No;No;No
1327;5;15;13;14;10;26;23;20;16;24;41;43;0;31;37;57;51;54;50;47;69;65;61;72;62;-1;No;No;No
1328;13;11;14;3;15;25;29;28;26;20;36;33;0;38;43;56;52;48;57;47;64;70;63;66;61;-1;No;No;No
1329;1;4;15;10;6;20;19;24;26;29;45;42;0;39;34;59;58;56;54;57;61;68;62;72;69;-1;No;No;No
1330;6;3;11;4;12;20;21;27;22;23;33;38;0;41;32;56;51;48;46;60;65;62;67;63;68;-1;No;No;No
1331;12;10;5;7;9;19;16;25;24;17;33;42;0;31;41;60;58;46;50;57;73;71;69;64;74;-1;No;No;No
1332;15;3;13;2;6;26;18;25;27;20;41;36;0;31;40;47;50;56;54;59;70;73;75;65;63;-1;No;No;No
1333;12;14;10;9;4;29;28;17;16;27;33;39;0;42;40;47;59;52;54;55;75;61;70;73;62;-1;No;No;No
1334;2;3;7;10;13;17;20;18;29;26;37;44;0;43;38;51;48;58;59;55;63;62;71;69;72;-1;No;No;No
1335;11;9;2;13;8;26;28;25;16;18;43;40;0;38;32;53;49;47;54;59;66;69;71;67;75;-1;No;No;No
1336;4;13;6;1;3;30;17;28;24;23;38;41;0;33;42;50;54;59;47;48;68;63;67;71;73;-1;No;No;No
1337;15;5;8;6;2;21;24;22;18;27;34;31;0;33;43;55;59;47;56;49;65;74;68;71;62;-1;No;No;No
1338;6;7;1;13;9;27;26;20;29;28;34;32;0;42;44;54;53;51;56;59;68;70;74;63;61;-1;No;No;No
1339;6;14;15;8;12;27;25;24;23;18;40;39;0;45;35;56;54;58;60;49;67;68;63;61;64;-1;No;No;No
1340;15;14;9;5;7;28;16;27;20;23;31;42;0;36;38;47;57;48;59;46;71;61;73;63;74;-1;No;No;No
1341;14;10;4;5;1;22;16;29;23;24;40;31;0;44;35;54;60;58;47;46;74;68;65;66;61;-1;No;No;No
1342;1;2;9;3;5;19;16;30;23;24;44;31;0;34;38;59;51;54;48;56;71;74;73;65;72;-1;No;No;No
1343;7;12;1;4;14;28;16;19;26;24;42;45;0;33;44;48;53;57;58;54;75;67;68;69;66;-1;No;No;No
1344;6;14;1;5;3;25;28;20;24;21;43;37;0;34;40;54;55;49;57;48;63;66;64;67;65;-1;No;No;No
1345;6;11;5;1;9;24;28;23;20;18;41;31;0;39;40;46;56;52;50;47;64;61;74;70;65;-1;No;No;No
1346;1;12;2;14;4;16;24;26;29;18;37;38;0;36;33;52;57;50;47;53;67;73;74;71;65;-1;No;No;No
1347;6;13;12;9;8;28;20;25;27;18;36;43;0;38;32;46;58;49;55;50;74;61;72;73;65;-1;No;No;No
1348;13;9;10;6;3;21;24;20;16;28;31;41;0;35;34;52;54;48;60;53;73;70;63;61;75;-1;No;No;No
1349;6;2;3;11;1;28;17;27;26;16;32;39;0;40;31;51;56;48;47;57;71;63;61;70;72;-1;No;No;No
1350;1;11;2;7;5;27;18;28;19;30;40;39;0;45;37;56;52;50;48;49;65;67;74;72;71;-1;No;No;No
1351;11;9;8;10;6;24;25;26;20;28;40;44;0;37;32;48;56;60;58;53;72;73;71;70;63;-1;No;No;No
1352;10;13;6;12;3;19;21;27;24;26;35;42;0;43;34;52;48;49;57;51;61;70;74;68;75;-1;No;No;No
1353;12;6;13;14;11;16;29;17;23;25;40;44;0;36;35;46;59;51;56;58;61;62;72;63;74;-1;No;No;No
1354;3;9;14;13;8;19;16;18;17;27;42;43;0;45;36;47;51;57;60;52;64;61;65;73;66;-1;No;No;No
1355;6;14;2;15;9;29;28;20;30;21;37;43;0;32;31;54;56;55;48;49;72;62;69;71;61;-1;No;No;No
1356;1;3;9;14;15;18;20;21;16;26;40;38;0;35;34;54;46;56;53;57;72;70;74;66;61;-1;No;No;No
1357;10;9;2;1;6;24;22;19;21;27;31;33;0;34;44;47;50;53;60;57;74;73;62;65;72;-1;No;No;No
1358;10;8;7;1;5;20;29;25;23;28;31;42;0;41;36;54;50;55;56;57;67;74;63;73;62;-1;No;No;No
1359;5;8;6;9;11;21;18;25;20;26;37;45;0;34;43;52;57;53;58;46;66;67;70;65;62;-1;No;No;No
1360;9;3;8;11;13;29;19;26;24;22;42;34;0;43;33;53;47;58;46;54;64;62;71;69;65;-1;No;No;No
1361;1;14;9;8;11;18;17;26;25;28;37;34;0;39;41;46;56;59;57;55;61;74;69;70;62;-1;No;No;No
1362;6;8;9;2;11;29;19;28;27;24;32;37;0;35;42;57;50;55;54;51;71;66;63;70;67;-1;No;No;No
1363;15;9;6;13;12;28;24;29;23;17;37;41;0;39;40;51;52;47;57;48;72;63;74;71;73;-1;No;No;No
1364;13;2;11;10;8;19;20;22;17;16;31;37;0;41;32;47;55;48;54;46;70;72;74;68;71;-1;No;No;No
1365;15;8;7;9;6;18;29;26;21;19;40;34;0;35;32;54;50;58;55;59;62;73;75;67;74;-1;No;No;No
1366;3;4;2;1;14;23;18;26;24;25;34;44;0;37;43;58;48;46;53;52;74;66;68;62;65;-1;No;No;No
1367;12;8;4;13;1;22;23;28;29;24;37;41;0;43;40;55;51;47;53;54;65;66;74;73;75;-1;No;No;No
1368;1;12;3;8;7;26;30;21;19;24;40;36;0;42;39;50;54;57;59;46;71;63;75;72;62;-1;No;No;No
1369;6;5;13;1;8;29;16;24;18;28;35;32;0;33;38;57;50;54;52;58;67;61;70;63;72;-1;No;No;No
1370;1;12;5;14;6;21;18;20;19;26;41;34;0;39;44;54;53;52;51;59;61;65;71;68;62;-1;No;No;No
1371;10;6;14;5;4;26;18;29;28;17;44;45;0;33;38;50;58;56;52;47;67;64;63;68;73;-1;No;No;No
1372;7;12;5;2;14;26;29;19;24;28;40;34;0;39;38;56;48;50;58;52;70;64;75;72;61;-1;No;No;No
1373;7;5;3;8;14;27;20;25;30;18;31;40;0;36;41;51;50;54;53;46;73;64;67;74;66;-1;No;No;No
1374;15;7;6;1;14;18;16;23;24;20;34;44;0;32;39;58;48;54;56;47;70;62;72;69;67;-1;No;No;No
1375;2;3;5;4;6;19;24;27;25;16;32;41;0;44;39;55;49;51;56;54;69;63;68;66;73;-1;No;No;No
1376;3;4;12;5;7;20;24;23;21;19;34;37;0;40;45;54;52;55;59;50;64;62;66;68;69;-1;No;No;No
1377;15;14;13;12;11;29;18;28;24;17;41;31;0;44;45;51;55;52;48;58;63;73;68;66;64;-1;No;No;No
1378;15;10;13;1;3;25;20;23;30;26;32;40;0;36;37;58;56;47;55;57;70;67;74;66;72;-1;No;No;No
1379;13;15;14;5;11;17;29;21;25;23;35;41;0;31;42;48;55;60;52;47;69;70;65;62;68;-1;No;No;No
1380;5;10;4;15;7;27;23;18;17;24;34;32;0;38;31;54;58;57;49;50;62;68;65;71;66;-1;No;No;No
1381;14;13;3;7;1;29;17;26;25;18;37;38;0;44;39;54;56;46;58;48;71;65;68;62;66;-1;No;No;No
1382;12;11;9;8;4;23;17;19;26;24;41;44;0;40;31;54;52;55;51;46;63;69;65;74;61;-1;No;No;No
1383;7;6;13;9;5;20;27;25;28;18;43;41;0;44;32;52;49;58;60;54;69;72;74;61;73;-1;No;No;No
1384;10;5;2;13;3;17;29;19;24;23;33;36;0;34;31;48;49;58;53;46;74;73;64;66;68;-1;No;No;No
1385;14;5;8;7;9;22;29;21;25;27;35;39;0;40;32;53;55;57;56;51;68;64;61;66;67;-1;No;No;No
1386;7;13;1;6;9;19;26;30;27;22;37;41;0;39;38;46;59;51;58;52;62;72;73;66;69;-1;No;No;No
1387;8;2;1;14;12;27;21;28;18;25;33;41;0;32;40;50;58;51;46;47;69;62;66;71;73;-1;No;No;No
1388;10;12;1;4;3;18;21;25;19;28;45;42;0;38;41;56;46;49;55;54;69;71;63;70;67;-1;No;No;No
1389;6;8;9;7;2;21;19;22;20;18;34;41;0;36;38;48;51;49;58;59;68;67;65;61;72;-1;No;No;No
1390;4;8;5;11;15;28;20;25;23;27;44;43;0;36;39;49;50;52;56;53;68;70;71;61;63;-1;No;No;No
1391;3;5;2;1;8;16;25;17;24;26;39;42;0;38;41;57;47;52;46;56;71;74;73;70;68;-1;No;No;No
1392;9;12;3;4;7;25;29;23;17;22;40;41;0;37;44;54;46;60;49;55;66;65;63;71;69;-1;No;No;No
1393;2;14;3;13;12;23;16;22;27;17;33;41;0;34;43;47;48;51;59;54;73;65;69;68;62;-1;No;No;No
1394;13;9;1;11;15;18;22;19;30;23;41;32;0;37;35;56;49;57;59;50;66;71;70;64;63;-1;No;No;No
1395;8;11;10;9;14;19;25;27;17;18;44;41;0;34;33;48;56;58;57;53;63;62;73;69;70;-1;No;No;No
1396;4;12;14;3;7;22;25;16;19;17;35;33;0;36;32;47;48;51;46;57;66;70;64;61;65;-1;No;No;No
1397;9;5;2;11;1;25;24;27;28;29;43;32;0;40;41;51;57;46;58;53;68;62;74;61;66;-1;No;No;No
1398;14;8;5;3;12;29;23;20;27;25;34;37;0;36;33;54;51;47;48;60;71;61;73;66;68;-1;No;No;No
1399;6;11;3;13;5;17;20;29;25;18;37;36;0;39;38;56;59;55;48;53;71;64;61;63;73;-1;No;No;No
1400;6;10;8;14;3;21;23;25;17;27;38;33;0;42;45;51;54;47;55;60;67;71;63;65;74;-1;No;No;No
1401;9;4;6;2;7;17;23;27;20;29;44;40;0;34;42;51;55;53;58;49;66;70;62;75;64;-1;No;No;No
1402;14;4;13;9;10;27;17;24;22;26;42;39;0;36;43;55;57;59;50;49;72;62;66;64;65;-1;No;No;No
1403;8;1;11;9;12;27;23;26;25;19;42;43;0;40;38;46;47;56;51;54;70;61;72;67;64;-1;No;No;No
1404;4;15;12;11;1;25;16;28;23;29;32;37;0;36;38;55;58;48;46;49;68;71;70;73;72;-1;No;No;No
1405;12;9;15;2;14;23;25;17;18;28;32;33;0;41;43;56;47;51;48;57;66;65;61;64;68;-1;No;No;No
1406;2;4;1;14;13;16;17;26;25;18;41;37;0;44;34;60;58;47;55;48;65;61;74;64;70;-1;No;No;No
1407;9;6;13;14;2;28;21;16;30;23;34;40;0;39;35;56;51;53;48;50;66;69;63;74;64;-1;No;No;No
1408;3;7;13;4;12;22;19;21;17;18;35;36;0;40;41;46;58;54;50;53;70;71;61;62;74;-1;No;No;No
1409;4;2;7;8;5;30;29;25;22;20;38;32;0;35;39;55;59;54;57;48;72;66;71;63;64;-1;No;No;No
1410;13;6;8;14;3;24;19;18;21;22;32;31;0;33;39;51;47;60;59;58;64;75;74;69;62;-1;No;No;No
1411;6;12;8;14;11;19;25;28;29;18;32;34;0;31;33;58;59;48;50;53;62;66;69;67;72;-1;No;No;No
1412;8;3;6;12;13;25;23;19;30;16;45;37;0;38;42;48;52;53;58;59;62;75;65;71;69;-1;No;No;No
1413;7;13;12;9;3;20;19;24;28;22;35;38;0;37;44;59;58;48;52;57;64;70;71;66;62;-1;No;No;No
1414;14;10;1;12;5;26;30;28;20;17;31;35;0;41;36;58;49;51;48;57;62;66;73;69;72;-1;No;No;No
1415;13;3;6;14;10;29;27;17;24;20;41;37;0;43;35;56;53;55;47;48;68;64;63;69;65;-1;No;No;No
1416;4;3;2;8;5;26;18;20;29;21;37;36;0;41;34;52;60;57;51;59;69;73;63;64;72;-1;No;No;No
1417;13;3;4;9;6;17;24;27;21;18;31;32;0;41;43;47;56;57;51;55;63;67;69;64;61;-1;No;No;No
1418;2;7;1;13;14;19;20;24;26;21;37;42;0;35;34;52;58;49;50;54;68;70;69;66;67;-1;No;No;No
