numero;b1;b2;b3;b4;b5;i1;i2;i3;i4;i5;n1;n2;n3;n4;n5;g1;g2;g3;g4;g5;o1;o2;o3;o4;o5;Activo;Nombre;Cedula;Telefono
538;8;2;5;7;13;20;27;22;24;23;33;38;0;42;45;48;57;51;54;56;71;64;72;69;73;-1;No;No;No
539;4;11;15;9;5;22;23;27;20;17;43;39;0;44;33;53;60;51;54;59;75;74;65;61;64;-1;No;No;No
540;13;11;4;12;2;22;28;24;21;25;31;32;0;44;42;48;59;56;54;49;64;62;75;69;67;-1;No;No;No
541;4;14;13;9;11;28;23;16;22;25;38;37;0;40;34;60;57;59;58;46;73;70;68;71;61;-1;No;No;No
542;11;4;6;13;5;29;30;16;20;24;32;41;0;34;33;54;51;55;47;53;75;74;71;69;62;-1;No;No;No
543;13;2;9;10;8;18;30;16;25;28;44;36;0;39;45;51;58;57;46;50;61;74;68;65;72;-1;No;No;No
544;1;3;2;12;15;30;19;27;18;28;33;38;0;41;42;50;56;48;51;52;68;63;61;72;66;-1;No;No;No
545;4;2;11;15;1;24;21;22;27;16;43;31;0;44;42;47;57;55;53;51;65;66;62;75;63;-1;No;No;No
546;15;4;14;10;5;20;21;27;30;22;45;39;0;40;41;49;48;59;47;58;66;63;67;70;71;-1;No;No;No
547;4;7;14;10;2;25;16;26;29;19;31;35;0;37;40;52;55;47;59;57;61;73;62;69;66;-1;No;No;No
548;15;11;4;9;10;21;18;30;19;29;38;35;0;37;42;47;54;59;58;55;61;68;70;64;72;-1;No;No;No
549;7;6;1;13;4;27;25;23;30;22;38;32;0;37;41;55;51;59;60;50;65;63;72;61;74;-1;No;No;No
550;15;12;5;8;1;30;18;19;22;27;44;32;0;43;39;55;54;56;51;57;66;67;61;72;64;-1;No;No;No
551;15;5;10;12;7;26;23;18;27;16;39;41;0;44;43;58;60;52;47;54;68;73;69;70;64;-1;No;No;No
552;13;9;1;2;7;29;26;27;20;25;41;40;0;43;36;58;46;54;60;56;67;73;61;74;66;-1;No;No;No
553;10;15;9;2;11;23;26;29;16;17;42;32;0;31;33;52;53;57;49;56;66;67;72;70;63;-1;No;No;No
554;7;6;14;3;12;21;22;29;17;24;36;39;0;33;43;50;59;58;47;51;63;68;69;72;62;-1;No;No;No
555;4;5;1;11;8;29;18;23;16;30;34;38;0;35;44;48;54;46;56;51;67;71;64;75;62;-1;No;No;No
556;14;6;13;12;2;23;17;16;26;30;35;34;0;39;45;47;55;46;48;50;65;70;62;61;73;-1;No;No;No
557;6;12;3;8;5;21;20;22;29;25;45;37;0;42;44;59;46;54;57;55;71;72;75;63;65;-1;No;No;No
558;11;14;12;2;13;29;30;19;16;20;40;38;0;45;33;55;51;52;48;49;74;61;68;75;66;-1;No;No;No
559;11;4;12;14;9;25;27;20;24;17;37;44;0;34;33;55;53;56;60;58;70;73;62;67;69;-1;No;No;No
560;9;10;5;14;13;22;17;26;19;25;34;36;0;32;35;55;56;60;47;48;71;75;74;72;63;-1;No;No;No
561;2;14;9;12;1;18;25;28;16;21;34;39;0;33;32;52;57;54;48;47;69;64;73;63;75;-1;No;No;No
562;1;14;3;7;4;28;29;18;30;22;37;32;0;34;38;60;54;49;51;47;72;67;62;73;65;-1;No;No;No
563;15;2;3;13;10;20;18;21;27;23;42;33;0;45;31;49;59;48;50;55;74;64;71;66;67;-1;No;No;No
564;8;15;1;14;5;26;28;25;30;20;45;34;0;37;31;52;53;51;54;59;72;74;69;67;70;-1;No;No;No
565;2;11;10;4;6;19;20;26;16;18;34;43;0;33;41;60;54;49;52;56;68;74;72;64;75;-1;No;No;No
566;2;7;8;6;3;21;19;26;24;18;43;34;0;31;45;56;60;59;46;47;74;71;65;67;68;-1;No;No;No
567;2;5;4;14;13;21;30;20;16;25;32;45;0;41;42;58;46;56;54;52;62;71;63;66;73;-1;No;No;No
568;2;7;4;9;10;19;23;17;26;27;41;37;0;44;34;55;57;54;49;46;65;68;71;64;63;-1;No;No;No
569;6;3;2;8;7;23;22;25;17;29;31;39;0;36;35;49;48;56;60;55;67;68;62;66;61;-1;No;No;No
570;2;9;7;6;14;20;24;21;23;25;37;43;0;44;38;60;53;47;57;46;62;71;73;74;61;-1;No;No;No
571;14;3;10;5;15;22;23;17;29;24;35;33;0;40;45;60;55;53;58;47;68;61;70;63;65;-1;No;No;No
572;13;6;14;3;4;29;23;26;24;28;38;39;0;32;36;53;58;59;52;46;75;73;72;67;65;-1;No;No;No
573;4;13;9;8;2;24;29;27;17;19;43;39;0;31;37;46;49;47;55;52;69;64;67;73;61;-1;No;No;No
574;9;10;6;11;8;19;29;22;16;27;43;36;0;37;33;48;50;59;47;58;62;63;70;73;64;-1;No;No;No
575;11;10;1;13;7;20;18;29;25;28;36;38;0;34;44;46;59;54;53;55;75;71;62;63;66;-1;No;No;No
576;15;9;1;7;14;20;28;17;29;16;35;33;0;41;36;54;46;50;48;55;67;68;74;69;61;-1;No;No;No
577;4;5;9;11;3;16;29;22;23;18;40;41;0;39;44;52;59;53;60;51;66;70;63;75;71;-1;No;No;No
578;10;11;9;3;4;27;24;19;18;25;44;36;0;40;41;60;58;57;50;53;61;72;66;64;74;-1;No;No;No
579;1;5;2;11;7;25;26;28;18;30;43;33;0;39;40;46;54;56;59;47;64;67;61;72;66;-1;No;No;No
580;4;3;1;10;14;29;20;23;16;27;38;44;0;43;42;53;47;57;55;51;73;74;70;65;67;-1;No;No;No
581;8;15;4;13;14;16;26;18;19;25;43;38;0;39;40;54;56;53;57;58;68;65;61;74;75;-1;No;No;No
582;2;12;9;6;11;19;24;29;23;28;32;42;0;43;39;59;54;57;52;56;70;63;66;67;74;-1;No;No;No
583;3;7;10;12;15;18;22;16;25;24;35;44;0;41;42;54;50;59;49;47;72;64;68;71;67;-1;No;No;No
584;10;13;2;14;3;17;23;19;18;25;44;35;0;39;43;46;57;54;58;59;65;64;75;62;68;-1;No;No;No
585;10;3;12;5;15;24;29;18;26;20;38;40;0;35;42;48;58;54;49;59;73;74;70;72;75;-1;No;No;No
586;9;5;4;6;2;30;23;16;17;22;36;44;0;41;37;53;48;58;56;57;68;64;69;70;73;-1;No;No;No
587;11;10;4;1;8;28;22;27;23;30;38;44;0;32;39;53;50;46;54;49;71;65;72;64;61;-1;No;No;No
588;2;3;15;9;1;22;27;19;28;16;38;32;0;45;40;46;52;58;50;54;65;73;68;70;72;-1;No;No;No
589;6;14;15;10;4;16;28;30;24;20;44;39;0;37;33;49;46;59;58;48;62;65;71;61;63;-1;No;No;No
590;13;3;12;10;14;16;29;30;25;21;44;39;0;32;40;48;47;56;55;57;75;67;65;68;62;-1;No;No;No
591;12;9;11;7;3;29;26;30;17;23;32;43;0;36;33;55;56;48;57;53;65;72;71;75;69;-1;No;No;No
592;12;4;11;14;13;18;28;26;24;22;43;32;0;41;38;48;53;52;46;57;62;71;66;75;73;-1;No;No;No
593;9;1;3;15;4;25;27;26;16;28;33;35;0;42;45;53;59;55;48;46;67;68;69;72;70;-1;No;No;No
594;12;15;11;8;3;26;22;18;24;25;38;39;0;33;42;54;49;51;46;50;69;64;65;63;66;-1;No;No;No
595;9;7;6;13;3;21;23;26;20;18;38;44;0;35;31;54;47;59;46;52;73;74;65;69;62;-1;No;No;No
596;11;7;5;15;8;26;17;25;29;24;34;39;0;41;35;55;58;50;57;59;67;74;71;66;72;-1;No;No;No
597;13;6;12;1;4;29;18;23;27;16;32;40;0;45;34;52;47;60;51;46;67;68;61;70;73;-1;No;No;No
598;8;7;13;9;4;19;23;16;26;29;37;33;0;31;38;54;50;46;53;57;72;68;71;74;73;-1;No;No;No
599;7;11;3;13;9;19;28;20;22;21;39;34;0;31;43;60;54;56;48;55;64;67;65;72;70;-1;No;No;No
600;13;4;15;6;1;28;30;21;16;25;44;36;0;32;43;56;53;58;54;52;67;71;65;62;61;-1;No;No;No
601;12;4;5;9;11;16;19;25;27;17;33;38;0;40;36;55;46;54;59;49;71;62;67;64;73;-1;No;No;No
602;8;14;3;13;11;23;27;20;16;25;42;41;0;36;32;46;54;50;55;48;71;75;69;70;61;-1;No;No;No
603;7;9;13;10;4;20;28;24;22;21;44;33;0;34;37;54;47;51;55;58;63;74;67;65;64;-1;No;No;No
604;12;15;13;3;6;28;17;19;30;24;43;37;0;36;38;51;59;47;52;49;67;65;72;71;66;-1;No;No;No
605;9;5;14;6;11;23;22;18;24;20;40;37;0;39;35;54;58;47;46;55;71;70;65;72;64;-1;No;No;No
606;10;1;14;9;12;27;23;21;16;19;38;32;0;42;33;60;59;54;51;47;67;62;61;68;63;-1;No;No;No
607;1;10;3;11;14;21;16;25;18;19;36;39;0;40;32;60;52;51;56;48;72;69;62;65;71;-1;No;No;No
608;3;10;11;4;2;25;21;18;30;16;35;39;0;34;44;55;54;50;60;51;69;67;70;62;74;-1;No;No;No
609;2;15;6;12;9;25;24;19;18;26;39;38;0;44;41;50;47;49;52;60;75;73;72;64;69;-1;No;No;No
610;4;2;11;3;9;28;27;26;30;23;40;44;0;37;33;54;60;56;49;47;66;67;65;64;71;-1;No;No;No
611;10;15;3;13;1;22;29;16;17;26;37;34;0;31;40;57;53;49;50;56;69;72;67;74;61;-1;No;No;No
612;9;11;12;7;6;27;21;28;30;26;35;38;0;45;43;48;51;46;54;57;70;72;75;61;62;-1;No;No;No
613;3;5;12;9;15;26;19;16;17;18;34;45;0;38;42;48;47;51;57;53;69;62;70;63;65;-1;No;No;No
614;2;3;7;6;8;30;18;29;17;26;45;32;0;37;41;48;47;55;59;56;70;65;72;67;64;-1;No;No;No
615;4;11;6;12;3;28;27;24;30;17;39;42;0;32;37;55;56;48;50;60;71;68;74;61;70;-1;No;No;No
616;2;9;14;10;13;27;18;22;28;20;32;36;0;44;38;47;58;59;57;55;64;75;70;67;63;-1;No;No;No
617;4;1;11;2;10;27;29;18;20;17;32;44;0;45;39;52;53;48;54;50;67;72;68;65;66;-1;No;No;No
618;6;7;11;5;15;22;16;26;18;28;35;41;0;38;34;54;49;52;46;60;68;66;71;61;67;-1;No;No;No
619;8;11;4;2;14;26;21;19;27;22;43;38;0;34;45;46;52;60;53;55;74;63;71;65;73;-1;No;No;No
620;1;7;8;15;2;19;26;16;24;29;32;44;0;39;43;58;52;47;55;50;66;61;75;64;70;-1;No;No;No
621;2;8;11;10;12;25;23;28;29;19;35;33;0;36;45;58;48;51;54;49;61;62;74;64;63;-1;No;No;No
622;6;2;14;1;12;24;21;26;17;18;33;34;0;37;45;53;55;57;56;59;74;69;73;61;70;-1;No;No;No
623;10;2;6;4;13;28;20;17;29;27;34;35;0;40;41;49;48;55;50;51;65;73;74;70;71;-1;No;No;No
624;1;7;9;6;8;27;16;29;21;19;38;45;0;35;32;46;47;56;57;50;73;65;67;74;71;-1;No;No;No
625;9;6;3;7;2;28;16;29;20;26;31;35;0;37;32;48;52;54;51;60;62;68;65;71;73;-1;No;No;No
626;8;12;14;15;4;24;16;26;30;29;45;31;0;34;36;55;58;54;60;57;73;71;67;66;61;-1;No;No;No
627;14;10;12;8;15;25;19;24;16;20;35;34;0;45;43;48;51;58;53;50;65;70;64;66;67;-1;No;No;No
628;8;2;4;7;9;30;18;19;20;29;35;39;0;44;41;56;58;52;46;48;74;70;71;73;69;-1;No;No;No
629;9;8;14;13;6;20;23;18;24;25;41;32;0;31;36;58;59;53;54;47;71;65;73;67;66;-1;No;No;No
630;9;8;7;4;1;19;30;24;28;22;35;45;0;39;34;49;59;47;56;51;63;67;64;73;75;-1;No;No;No
631;4;6;11;5;14;24;29;25;18;19;36;35;0;38;42;57;47;55;58;48;67;75;69;62;64;-1;No;No;No
632;3;2;1;13;10;18;17;23;19;27;31;39;0;35;34;51;48;55;60;52;63;71;74;69;68;-1;No;No;No
633;2;4;7;3;14;17;21;24;16;22;44;37;0;38;32;52;50;49;55;59;67;63;68;66;73;-1;No;No;No
634;3;7;13;5;9;30;26;27;19;23;34;40;0;44;35;55;59;50;52;53;65;75;63;74;69;-1;No;No;No
635;1;4;2;8;3;24;27;20;22;25;33;37;0;41;31;52;54;57;49;46;73;62;63;61;75;-1;No;No;No
636;2;7;12;5;15;16;29;20;27;21;37;40;0;31;42;59;60;53;48;50;68;73;67;61;65;-1;No;No;No
637;3;14;13;6;4;25;23;21;24;16;33;36;0;40;44;56;58;50;53;48;70;74;68;72;71;-1;No;No;No
638;2;3;9;4;12;26;20;19;29;30;35;34;0;45;42;50;59;57;51;60;67;69;73;68;62;-1;No;No;No
639;3;2;14;11;1;23;16;17;27;29;33;34;0;31;36;47;53;51;58;48;66;74;63;62;61;-1;No;No;No
640;10;2;4;12;9;24;19;16;20;23;34;40;0;36;37;52;55;47;51;46;71;62;75;69;74;-1;No;No;No
641;3;9;4;10;14;26;29;27;21;25;40;41;0;45;32;58;53;57;50;55;61;68;69;63;73;-1;No;No;No
642;13;8;11;9;7;18;22;27;21;30;42;36;0;39;44;48;51;55;60;47;65;68;67;62;71;-1;No;No;No
643;13;2;12;9;10;26;21;18;22;30;40;41;0;37;39;56;47;59;57;55;74;61;67;62;72;-1;No;No;No
644;12;2;6;8;9;18;24;20;27;22;41;39;0;38;33;57;52;49;58;56;69;71;64;73;67;-1;No;No;No
645;7;5;4;9;13;30;22;26;25;27;32;45;0;37;35;57;48;51;49;55;63;61;75;74;67;-1;No;No;No
646;4;15;11;1;12;17;28;25;30;18;40;37;0;39;33;54;52;57;48;60;62;66;69;72;73;-1;No;No;No
647;8;12;15;9;11;23;18;29;30;16;31;36;0;44;40;57;55;60;46;59;68;71;72;69;64;-1;No;No;No
648;14;6;5;9;2;25;24;17;28;16;43;35;0;33;32;60;48;57;49;55;63;61;71;75;65;-1;No;No;No
649;9;14;3;13;6;30;28;19;17;22;33;38;0;45;31;51;57;54;49;59;73;74;75;62;69;-1;No;No;No
650;13;1;2;9;6;26;21;28;17;27;40;43;0;32;36;55;58;56;47;54;61;62;65;67;74;-1;No;No;No
651;4;12;10;1;14;27;20;21;30;22;35;32;0;42;43;52;60;53;49;55;61;65;67;64;71;-1;No;No;No
652;15;1;8;7;11;27;18;28;19;23;32;38;0;39;43;56;57;55;48;50;65;75;72;69;73;-1;No;No;No
653;2;5;12;8;11;25;30;26;29;18;44;33;0;41;39;48;47;58;56;57;67;71;64;70;61;-1;No;No;No
654;4;6;11;7;9;25;24;23;30;22;34;33;0;44;41;50;51;55;48;47;72;73;66;62;70;-1;No;No;No
655;6;5;11;12;4;23;20;21;25;18;31;45;0;41;33;47;60;58;49;48;64;63;71;70;62;-1;No;No;No
656;13;5;1;12;11;30;28;18;21;23;32;39;0;37;34;55;48;50;56;51;63;72;66;75;65;-1;No;No;No
657;10;5;11;6;2;22;19;17;16;27;41;40;0;45;39;51;57;55;53;60;68;73;66;70;72;-1;No;No;No
658;13;4;2;3;8;29;19;27;21;28;31;36;0;32;35;60;50;56;59;48;63;70;68;67;64;-1;No;No;No
659;15;10;4;7;1;25;27;20;26;23;39;33;0;43;42;49;58;48;57;60;70;67;66;72;69;-1;No;No;No
660;2;6;13;14;5;18;28;21;19;30;41;45;0;35;39;47;57;54;52;49;64;71;63;72;62;-1;No;No;No
661;13;11;1;7;10;17;27;28;25;20;37;34;0;32;31;55;54;52;49;59;67;66;61;62;74;-1;No;No;No
662;10;9;6;4;1;29;24;26;16;23;35;42;0;39;32;48;52;60;59;54;66;71;63;67;62;-1;No;No;No
663;8;12;14;5;9;18;20;23;29;27;36;37;0;32;40;53;59;58;49;48;70;71;63;62;66;-1;No;No;No
664;5;2;4;7;10;25;16;17;26;21;44;39;0;31;45;56;53;46;52;47;65;71;72;62;63;-1;No;No;No
665;8;4;7;12;14;22;21;30;19;26;45;36;0;41;43;59;58;55;57;60;64;72;69;67;61;-1;No;No;No
666;2;7;12;6;15;22;26;18;24;21;32;41;0;42;31;50;49;58;55;46;75;67;71;65;64;-1;No;No;No
667;3;1;9;11;7;16;30;26;25;27;34;36;0;31;39;49;60;59;50;54;75;65;66;73;64;-1;No;No;No
668;5;15;13;11;4;28;30;17;23;26;45;44;0;32;34;58;53;48;51;56;74;64;72;67;63;-1;No;No;No
669;4;6;13;14;11;21;30;26;29;25;42;38;0;32;36;59;52;56;49;47;62;67;74;72;63;-1;No;No;No
670;12;9;10;7;13;21;16;22;30;28;41;45;0;42;43;49;56;57;54;46;61;70;74;65;63;-1;No;No;No
671;11;15;4;7;6;16;29;25;19;22;43;41;0;42;33;58;54;57;60;48;64;71;75;66;74;-1;No;No;No
672;11;12;5;3;9;18;30;23;28;29;41;40;0;42;44;51;46;56;48;47;63;69;67;62;65;-1;No;No;No
673;8;2;10;5;15;28;29;18;16;30;33;34;0;39;35;54;46;57;59;47;71;68;70;73;69;-1;No;No;No
674;7;13;3;1;8;29;26;18;16;20;33;37;0;38;34;48;54;59;52;55;70;63;75;72;61;-1;No;No;No
675;12;6;10;8;1;21;20;23;18;16;41;38;0;44;43;53;52;59;56;51;65;64;63;68;69;-1;No;No;No
676;10;9;5;7;2;28;27;22;21;20;33;43;0;31;44;50;54;52;46;49;72;70;65;69;62;-1;No;No;No
677;13;6;5;9;7;25;17;30;20;24;35;43;0;42;36;59;58;55;51;60;72;75;68;64;66;-1;No;No;No
678;5;9;12;8;13;26;21;29;18;19;36;37;0;32;33;51;57;54;52;53;61;75;62;68;63;-1;No;No;No
679;9;2;15;6;13;25;29;26;21;17;34;44;0;33;42;58;52;54;55;47;70;65;64;73;67;-1;No;No;No
680;11;3;7;13;10;27;22;18;28;21;33;39;0;43;32;57;50;53;49;60;74;63;62;69;64;-1;No;No;No
681;9;1;4;5;11;20;28;23;16;25;42;32;0;34;36;59;47;55;46;51;75;68;72;65;63;-1;No;No;No
682;4;13;3;11;10;29;16;28;23;26;34;36;0;32;45;58;56;52;60;46;74;70;65;75;72;-1;No;No;No
683;13;5;1;9;12;25;21;18;20;22;45;34;0;38;31;55;52;59;60;58;72;66;67;64;68;-1;No;No;No
684;5;15;14;12;7;16;29;25;18;24;39;31;0;34;36;59;54;57;46;60;61;67;62;68;64;-1;No;No;No
685;10;2;8;13;9;28;29;20;23;18;40;39;0;31;36;49;46;58;51;47;73;67;74;63;72;-1;No;No;No
686;9;2;11;12;13;19;23;18;25;29;38;33;0;35;43;51;48;54;58;53;68;72;62;75;63;-1;No;No;No
687;1;15;5;6;10;28;21;19;27;24;34;35;0;44;31;56;59;60;55;57;68;75;69;64;67;-1;No;No;No
688;14;13;3;8;1;18;24;26;30;25;37;41;0;42;31;54;53;49;51;57;62;71;68;67;74;-1;No;No;No
689;10;11;4;3;6;22;30;27;23;19;37;41;0;45;38;47;54;58;57;53;72;68;70;64;65;-1;No;No;No
690;12;5;6;7;14;17;24;18;28;29;39;42;0;43;38;54;56;46;55;47;62;67;70;72;65;-1;No;No;No
691;12;10;8;7;4;18;24;22;16;30;45;42;0;41;35;60;48;51;57;59;72;75;63;71;70;-1;No;No;No
692;2;15;6;12;13;16;25;17;28;19;38;32;0;34;43;56;54;49;51;50;63;67;61;73;69;-1;No;No;No
693;13;14;4;12;10;23;28;20;26;30;45;31;0;37;34;47;60;54;53;51;72;64;63;70;67;-1;No;No;No
694;5;2;8;7;3;21;23;17;28;27;38;37;0;35;32;51;58;59;50;48;61;71;67;70;63;-1;No;No;No
695;8;5;11;7;2;20;27;21;24;30;31;38;0;43;37;58;59;46;48;57;70;69;67;68;74;-1;No;No;No
696;10;8;13;1;12;30;24;28;20;27;36;33;0;41;34;48;47;57;56;58;71;72;66;70;63;-1;No;No;No
697;1;14;15;10;4;17;27;22;18;25;32;36;0;41;42;52;59;50;58;51;61;67;70;74;71;-1;No;No;No
698;4;6;3;11;10;16;17;23;20;29;35;39;0;36;42;57;60;56;48;54;74;71;64;61;62;-1;No;No;No
699;5;2;6;4;3;30;26;27;21;25;35;39;0;31;43;54;46;47;52;48;70;73;66;72;61;-1;No;No;No
700;7;9;3;6;5;26;17;18;25;28;34;35;0;31;33;54;58;52;59;60;70;75;74;73;66;-1;No;No;No
701;3;7;14;10;8;28;24;23;25;30;40;35;0;37;44;60;54;56;46;58;75;63;74;65;61;-1;No;No;No
702;2;7;9;3;5;25;24;17;23;22;44;40;0;34;38;57;54;48;55;58;61;62;64;70;67;-1;No;No;No
703;2;9;15;8;5;25;30;29;17;18;45;41;0;42;44;50;55;47;56;48;74;63;62;75;71;-1;No;No;No
704;15;5;8;6;4;17;18;21;29;19;45;35;0;33;44;58;57;50;49;52;65;62;68;66;71;-1;No;No;No
705;9;8;10;15;5;19;26;29;25;18;44;37;0;36;39;54;57;60;47;53;73;67;68;63;71;-1;No;No;No
706;3;14;8;13;9;22;24;23;29;21;34;37;0;41;35;51;47;53;55;57;71;68;66;63;65;-1;No;No;No
707;11;3;10;8;2;24;21;25;22;30;44;34;0;37;42;59;46;56;58;52;74;71;68;65;66;-1;No;No;No
708;10;4;8;2;12;23;18;28;25;24;44;42;0;35;41;48;46;51;55;47;69;74;62;67;64;-1;No;No;No
709;3;5;6;2;1;19;18;22;21;27;41;40;0;34;33;49;57;52;58;46;73;74;61;66;65;-1;No;No;No
710;8;11;2;5;14;30;22;17;28;19;41;39;0;34;31;51;52;58;57;46;73;61;65;63;74;-1;No;No;No
711;12;4;11;8;1;16;18;25;30;27;41;38;0;37;31;60;50;47;57;51;61;69;71;67;63;-1;No;No;No
712;11;7;4;1;8;22;28;25;23;19;38;44;0;34;37;53;52;46;50;54;65;66;72;69;74;-1;No;No;No
713;5;6;2;14;11;19;26;30;18;23;36;40;0;45;33;50;47;58;46;56;72;63;62;65;61;-1;No;No;No
714;15;14;7;2;12;30;24;19;29;25;39;36;0;33;35;48;60;54;46;50;63;69;75;62;70;-1;No;No;No
715;4;13;11;6;15;23;20;21;24;22;32;37;0;34;43;47;60;48;54;51;72;66;65;74;68;-1;No;No;No
716;6;10;9;7;1;22;24;17;29;20;42;43;0;34;41;47;51;52;46;57;74;72;63;68;73;-1;No;No;No
717;5;6;12;14;4;29;21;17;24;16;35;41;0;40;45;55;47;52;49;60;66;64;67;61;69;-1;No;No;No
718;5;9;15;6;4;26;24;27;20;23;42;34;0;35;44;47;50;52;56;49;64;72;73;61;69;-1;No;No;No
719;14;9;10;15;5;19;28;18;17;29;37;44;0;42;45;57;60;55;52;56;74;73;72;64;63;-1;No;No;No
720;12;6;4;15;13;26;27;25;17;24;34;40;0;36;42;58;60;56;51;55;75;61;72;71;64;-1;No;No;No
721;3;2;10;15;1;29;30;18;26;21;31;32;0;38;37;46;52;47;54;49;69;72;62;73;67;-1;No;No;No
722;6;8;14;1;9;20;23;25;24;19;40;45;0;32;33;50;46;58;57;51;66;69;62;75;67;-1;No;No;No
723;14;10;13;11;5;20;17;24;23;29;37;40;0;32;33;50;55;54;48;47;61;66;68;63;74;-1;No;No;No
724;10;7;11;12;1;18;26;22;25;27;38;37;0;32;41;47;55;57;54;58;65;75;74;72;73;-1;No;No;No
725;8;7;3;6;13;23;27;29;17;24;36;45;0;42;37;53;58;52;48;50;69;74;61;70;65;-1;No;No;No
726;10;1;3;6;11;22;19;29;25;18;31;43;0;41;42;55;54;59;46;49;66;72;62;71;75;-1;No;No;No
727;9;8;14;11;6;28;22;26;24;21;34;36;0;32;38;57;58;53;60;55;68;66;75;70;74;-1;No;No;No
728;14;1;11;8;15;26;24;17;22;30;44;41;0;38;33;60;58;47;51;56;61;62;71;64;65;-1;No;No;No
729;4;14;10;6;7;27;16;20;30;29;37;36;0;31;42;50;60;55;53;47;69;68;73;72;70;-1;No;No;No
730;2;1;5;10;11;16;25;30;28;22;38;37;0;39;42;56;55;54;58;60;68;72;69;73;71;-1;No;No;No
731;14;11;15;4;8;26;21;23;25;18;33;40;0;31;39;56;58;50;55;60;67;66;62;61;75;-1;No;No;No
732;12;4;10;3;9;24;30;16;29;18;37;41;0;34;44;46;54;47;49;50;70;72;69;67;73;-1;No;No;No
733;11;4;15;3;9;26;17;28;22;29;36;42;0;39;40;57;50;59;46;49;75;62;69;61;64;-1;No;No;No
734;13;3;11;7;8;25;26;28;18;27;37;32;0;34;33;59;50;49;48;47;70;68;66;75;67;-1;No;No;No
735;15;6;8;12;1;18;29;20;28;22;31;37;0;34;36;57;59;53;58;52;73;67;61;71;74;-1;No;No;No
736;12;5;14;11;2;20;17;23;19;28;43;33;0;41;40;51;58;54;50;60;69;61;65;74;66;-1;No;No;No
737;7;3;13;15;11;18;29;26;22;17;42;38;0;32;43;58;46;54;56;60;62;73;68;75;65;-1;No;No;No
738;9;13;1;5;15;26;24;20;28;22;37;34;0;36;35;57;59;55;58;60;62;63;73;67;65;-1;No;No;No
739;3;10;15;4;13;18;21;30;25;22;31;37;0;45;41;47;57;53;49;59;62;70;67;65;73;-1;No;No;No
740;8;12;6;14;1;24;18;25;30;23;39;35;0;45;42;55;52;47;56;46;65;68;71;75;67;-1;No;No;No
741;14;10;7;13;6;19;30;16;24;29;44;40;0;36;35;56;57;48;50;55;63;66;70;72;61;-1;No;No;No
742;12;13;4;9;2;28;25;26;18;19;43;36;0;44;37;60;51;52;50;47;71;65;64;69;73;-1;No;No;No
743;3;7;13;9;12;17;24;25;16;28;37;32;0;36;45;56;48;54;47;55;62;61;66;65;67;-1;No;No;No
744;10;14;2;7;13;16;27;20;21;19;36;40;0;39;31;55;50;47;58;48;70;68;72;64;69;-1;No;No;No
745;10;4;14;8;3;28;19;27;18;22;36;34;0;41;39;54;59;46;60;55;71;63;73;70;72;-1;No;No;No
746;5;13;12;15;9;23;17;29;20;26;41;37;0;33;44;51;52;47;54;58;71;72;68;73;70;-1;No;No;No
747;9;7;3;11;14;28;22;26;21;27;37;33;0;32;42;53;49;59;51;46;63;67;61;70;73;-1;No;No;No
748;10;12;15;11;14;23;17;27;21;30;44;39;0;33;35;52;49;58;46;50;72;73;71;67;64;-1;No;No;No
749;1;4;9;8;5;21;27;16;17;29;43;34;0;38;37;46;56;47;57;51;61;74;62;68;67;-1;No;No;No
750;13;11;5;7;14;27;22;20;19;21;39;38;0;34;31;59;60;52;48;47;67;69;66;61;64;-1;No;No;No
751;1;4;3;10;9;25;22;18;28;26;42;31;0;36;32;60;56;54;51;55;74;68;63;70;69;-1;No;No;No
752;14;15;10;6;13;17;29;26;19;16;34;41;0;35;43;54;60;46;52;55;68;70;74;65;71;-1;No;No;No
753;13;9;5;1;2;28;26;18;20;23;33;39;0;35;36;54;52;48;53;58;75;67;69;64;71;-1;No;No;No
754;5;8;11;10;1;28;16;25;18;24;35;36;0;42;44;54;58;46;60;56;61;72;63;68;75;-1;No;No;No
755;12;5;8;14;15;21;19;22;18;16;44;34;0;40;33;50;51;53;56;54;71;75;67;64;66;-1;No;No;No
756;3;13;15;8;10;28;26;16;17;19;37;42;0;43;39;57;46;58;56;60;75;72;67;73;68;-1;No;No;No
757;13;11;4;5;1;21;25;16;22;28;36;33;0;41;38;49;58;51;47;60;71;66;74;62;64;-1;No;No;No
758;10;2;9;15;8;21;27;23;26;19;39;44;0;45;40;53;56;52;55;47;73;62;69;64;68;-1;No;No;No
759;9;14;4;11;15;20;30;28;21;18;38;36;0;39;32;56;51;54;59;48;66;61;70;64;72;-1;No;No;No
760;15;2;9;5;8;17;26;19;27;25;36;33;0;32;37;60;48;55;47;46;71;63;74;72;73;-1;No;No;No
761;2;14;13;15;7;21;20;19;16;25;34;44;0;37;45;55;50;57;51;54;61;69;72;62;71;-1;No;No;No
762;11;5;13;4;9;26;23;19;17;25;37;32;0;43;31;46;51;56;49;48;73;64;72;74;69;-1;No;No;No
763;6;13;4;5;7;25;17;16;21;29;39;44;0;36;40;48;54;53;47;57;69;74;61;71;63;-1;No;No;No
764;15;3;14;10;1;17;18;28;25;19;32;40;0;44;38;52;51;54;48;46;75;64;68;70;65;-1;No;No;No
